"County
Name ","District
Name",Co/Dist Code,Site Code,School Site,Total Enrollment,Telephone,Principal,Principal's Email,Mailing Address,Mailing City,Mailing State,Mailing Zip,Physical Address,Physical City,Physical State,Physical Zip,Grades  (Low-High),Certified Staff
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,110,ARBOR GROVE ES                ,606,(405) 789-4985,Brenda Davis,bdavis@putnamcityschools.org,4711 North Tulsa,Oklahoma City,OK,73112,4711 North Tulsa,Oklahoma City,OK,73112,PK-05,51
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,115,CORONADO HEIGHTS ES           ,515,(405) 942-8593,Nona Burling,nburling@putnamcityschools.org,5911 North Sapulpa Avenue,Oklahoma City,OK,73112,5911 North Sapulpa Avenue,Oklahoma City,OK,73112,PK-05,42
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,116,DENNIS ES                     ,478,(405) 722-6510,Renita White,renitaw@putnamcityschools.org,11800 James L. Dennis Drive,Oklahoma City,OK,73162,11800 James L. Dennis Drive,Oklahoma City,OK,73162,PK-05,37
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,117,RALPH DOWNS ES                ,425,(405) 721-4431,Stephanie Wallace,swallace@putnamcityschools.org,7501 West Hefner Road,Oklahoma City,OK,73162,7501 West Hefner Road,Oklahoma City,OK,73162,PK-05,35
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,118,HARVEST HILLS ES              ,444,(405) 721-2013,Lynn Johnson,ljohnson@putnamcityschools.org,8201 Northwest 104th Street,Oklahoma City,OK,73162,8201 Northwest 104th Street,Oklahoma City,OK,73162,PK-05,38
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,120,HILLDALE ES                   ,877,(405) 942-8600,Shanda Brody,sbrody@putnamcityschools.org,4801 Northwest 16th Street,Oklahoma City,OK,73127,4801 Northwest 16th Street,Oklahoma City,OK,73127,PK-05,67
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,122,KIRKLAND EARLY CHILDHOOD CTR  ,382,(405) 842-1491,Ashley Hoggatt,ahoggatt@putnamcityschools.org,6020 North Independence Avenue,Oklahoma City,OK,73112,6020 North Independence Avenue,Oklahoma City,OK,73112,PK-02,28
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,124,LAKE PARK ES                  ,355,(405) 789-7068,Lori Freeman,lfreeman@putnamcityschools.org,8221 Northwest 30th Street,Bethany,OK,73008,8221 Northwest 30th Street,Bethany,OK,73008,PK-05,36
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,125,NORTHRIDGE ES                 ,730,(405) 722-5560,Kim Mclaughlin,kmclaughlin@putnamcityschools.org,8501 Northwest 82nd Street,Oklahoma City,OK,73132,8501 Northwest 82nd Street,Oklahoma City,OK,73132,PK-05,48
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,126,OVERHOLSER ES                 ,584,(405) 789-7913,Marjorie Iven,miven@putnamcityschools.org,7900 Northwest 36th Street,Bethany,OK,73008,7900 Northwest 36th Street,Bethany,OK,73008,PK-05,53
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,127,ROLLINGWOOD ES                ,520,(405) 721-3644,Pam Miller,pamm@putnamcityschools.org,6301 North Ann Arbor Avenue,Oklahoma City,OK,73122,6301 North Ann Arbor Avenue,Oklahoma City,OK,73122,PK-05,45
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,128,TULAKES ES                    ,636,(405) 721-4360,Danyelle Speight,dspeight@putnamcityschools.org,6600 Galaxie Drive,Oklahoma City,OK,73132,6600 Galaxie Drive,Oklahoma City,OK,73132,PK-05,48
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,130,WESTERN OAKS ES               ,733,(405) 789-1711,Stephanie Treadway,streadway@putnamcityschools.org,7210 Northwest 23rd Street,Bethany,OK,73008,7210 Northwest 23rd Street,Bethany,OK,73008,PK-05,53
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,133,WILEY POST ES                 ,614,(405) 721-8123,Sheryl Rexach,srexach@putnamcityschools.org,6920 West Britton Road,Oklahoma City,OK,73132,6920 West Britton Road,Oklahoma City,OK,73132,PK-05,46
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,134,WILL ROGERS ES                ,458,(405) 722-9797,John Lunn,jlunn@putnamcityschools.org,8201 Northwest 122nd Street,Oklahoma City,OK,73142,8201 Northwest 122nd Street,Oklahoma City,OK,73142,PK-05,44
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,135,WINDSOR HILLS ES              ,710,(405) 942-8673,Shbrone Brookings,sbrookings@putnamcityschools.org,2909 North Ann Arbor Avenue,Oklahoma City,OK,73127,2909 North Ann Arbor Avenue,Oklahoma City,OK,73127,PK-05,52
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,510,JAMES L. CAPPS MS             ,931,(405) 787-3660,James Burnett,jburnett@putnamcityschools.org,4020 North Grove Avenue,Warr Acres,OK,73122,4020 North Grove Avenue,Warr Acres,OK,73122,8-Jun,84
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,520,COOPER MS                     ,634,(405) 720-9887,Jeff Brown,jeffb@putnamcityschools.org,8001 River Bend Boulevard,Oklahoma City,OK,73132,8001 River Bend Boulevard,Oklahoma City,OK,73132,8-Jun,56
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,530,HEFNER MS                     ,982,(405) 721-2411,Mark Lebsack,mlebsack@putnamcityschools.org,8400 North MacArthur Boulevard,Oklahoma City,OK,73132,8400 North MacArthur Boulevard,Oklahoma City,OK,73132,8-Jun,78
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,540,MAYFIELD MS                   ,747,(405) 947-8693,Tracy Sowinski,tsowinski@putnamcityschools.org,1600 North Purdue Avenue,Oklahoma City,OK,73127,1600 North Purdue Avenue,Oklahoma City,OK,73127,8-Jun,61
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,550,WESTERN OAKS MS               ,671,(405) 789-4434,Isaac Mccord,imccord@putnamcityschools.org,7200 Northwest 23rd Street,Bethany,OK,73008,7200 Northwest 23rd Street,Bethany,OK,73008,8-Jun,59
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,705,PUTNAM CITY HS                ,1885,(405) 789-4350,Brett Bradley,bbradley@putnamcityschools.org,5300 Northwest 50th Street,Oklahoma City,OK,73122,5300 Northwest 50th Street,Oklahoma City,OK,73122,12-Sep,126
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,708,PUTNAM CITY NORTH HS          ,1724,(405) 722-4220,Brian Chastain,bchastain@putnamcityschools.org,11800 North Rockwell Avenue,Oklahoma City,OK,73162,11800 North Rockwell Avenue,Oklahoma City,OK,73162,12-Sep,134
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,710,PUTNAM CITY WEST HS           ,1803,(405) 787-1140,Avery Gilliland,agilliland@putnamcityschools.org,8500 Northwest 23rd Street,Oklahoma City,OK,73127,8500 Northwest 23rd Street,Oklahoma City,OK,73127,12-Sep,149
OKLAHOMA    ,LUTHER                        ,55-I003,105,LUTHER ES                     ,333,(405) 277-3545,Sheila Wilson,shwilson@lutherlions.org,Post Office Box 430,Luther,OK,73054,900 South Dogwood,Luther,OK,73054,PK-04,26
OKLAHOMA    ,LUTHER                        ,55-I003,505,LUTHER MS                     ,267,(405) 277-3264,Barry Gunn,bgunn@lutherlions.org,Post Office Box 430,Luther,OK,73054,320 SE 2nd Street,Luther,OK,73054,8-May,23
OKLAHOMA    ,LUTHER                        ,55-I003,705,LUTHER HS                     ,234,(405) 277-3263,Jerry Martin,jmartin@lutherlions.org,Post Office Box 430,Luther,OK,73054,18001 Luther Rd.,Luther,OK,73054,12-Sep,22
OKLAHOMA    ,LUTHER                        ,55-I003,705,LUTHER HS                     ,234,(405) 277-3263,Shawn Meek,smeek@lutherlions.org,Post Office Box 430,Luther,OK,73054,18001 Luther Rd.,Luther,OK,73054,12-Sep,22
OKLAHOMA    ,CHOCTAW-NICOMA PARK           ,55-I004,103,INDIAN MERIDIAN ES            ,515,(405) 390-8585,Christiine Floyd,cfloyd@cnpschools.org,1865 South Indian Meridian,Choctaw,OK,73020,1865 South Indian Meridian,Choctaw,OK,73020,PK-02,33
OKLAHOMA    ,CHOCTAW-NICOMA PARK           ,55-I004,105,CHOCTAW ES                    ,385,(405) 390-2225,Cheryl Lidia,clidia@cnpschools.org,14663 Northeast Third Street,Choctaw,OK,73020,14663 Northeast Third Street,Choctaw,OK,73020,PK-05,40
OKLAHOMA    ,CHOCTAW-NICOMA PARK           ,55-I004,115,NICOMA PARK ES                ,482,(405) 769-2445,Dorothy Shetley,dshetley@cnpschools.org,1200 North Hickman Avenue,Choctaw,OK,73020,1200 North Hickman Avenue,Choctaw,OK,73020,PK-02,31
OKLAHOMA    ,CHOCTAW-NICOMA PARK           ,55-I004,120,NICOMA PARK INTERMEDIATE ES   ,434,(405) 769-4693,Misti Tye,mtye@cnpschools.org,1318 Hickman Avenue,Choctaw,OK,73020,1318 Hickman Avenue,Choctaw,OK,73020,5-Mar,31
OKLAHOMA    ,CHOCTAW-NICOMA PARK           ,55-I004,125,JAMES GRIFFITH INTERMEDIATE ES,500,(405) 390-2153,Kelli Hosford,khosford@cnpschools.org,1861 South Indian Meridian,Choctaw,OK,73020,1861 South Indian Meridian,Choctaw,OK,73020,5-Mar,35
OKLAHOMA    ,CHOCTAW-NICOMA PARK           ,55-I004,126,L. W. WESTFALL ES             ,462,(405) 769-3078,Shannon Shay,sshay@cnpschools.org,13239 Northeast 10th Street,Choctaw,OK,73020,13239 Northeast 10th Street,Choctaw,OK,73020,PK-05,34
OKLAHOMA    ,CHOCTAW-NICOMA PARK           ,55-I004,515,NICOMA PARK MS                ,613,(405) 769-3106,Brent Ingraham,bingraham@cnpschools.org,1321 Hickman Avenue,Choctaw,OK,73020,1321 Hickman Avenue,Choctaw,OK,73020,8-Jun,46
OKLAHOMA    ,CHOCTAW-NICOMA PARK           ,55-I004,520,CHOCTAW MS                    ,709,(405) 390-2208,Donna O'neal,doneal@cnpschools.org,14667 Northeast Third Street,Choctaw,OK,73020,14667 Northeast Third Street,Choctaw,OK,73020,8-Jun,49
OKLAHOMA    ,CHOCTAW-NICOMA PARK           ,55-I004,705,CHOCTAW HS                    ,1675,(405) 390-8899,Michael James,mjames@cnpschools.org,14300 Northeast 10th Street,Choctaw,OK,73020,14300 Northeast 10th Street,Choctaw,OK,73020,12-Sep,106
OKLAHOMA    ,DEER CREEK                    ,55-I006,105,DEER CREEK ES                 ,404,(405) 348-9100,Laura Koehn,laurakoehn@dcsok.org,4704 North West 164th Street,Edmond,OK,73013,4704 North West 164th Street,Edmond,OK,73013,PK-04,33
OKLAHOMA    ,DEER CREEK                    ,55-I006,110,PRAIRIE VALE ES               ,561,(405) 359-3170,Michelle Anderson,michelleanderson@dcsok.org,22522 North Pennsylvania Avenue,Edmond,OK,73025,22522 North Pennsylvania Avenue,Edmond,OK,73025,PK-04,36
OKLAHOMA    ,DEER CREEK                    ,55-I006,115,ROSE UNION ES                 ,612,(405) 359-3188,Tina Nunn,tinanunn@dcsok.org,5100 Northwest 220th Street,Edmond,OK,73025,5100 Northwest 220th Street,Edmond,OK,73025,PK-04,42
OKLAHOMA    ,DEER CREEK                    ,55-I006,120,GROVE VALLEY ES               ,591,(405) 359-3195,Kelly Faught,kellyfaught@dcsok.org,3500 Northwest 192nd Street,Edmond,OK,73012,3500 Northwest 192nd Street,Edmond,OK,73012,PK-04,34
OKLAHOMA    ,DEER CREEK                    ,55-I006,125,DEER CREEK INTERMEDIATE SCHOOL,977,(405) 348-4830,Sherri Verble,sherriverble@dcsok.org,21175 North MacArthur,Edmond,Ok,73012,21175 North MacArthur,Edmond,Ok,73012,6-May,61
OKLAHOMA    ,DEER CREEK                    ,55-I006,130,SPRING CREEK ES               ,562,(405) 340-0530,Michelle Eidson,michelleeidson@dcsok.org,15400 North Rockwell,Oklahoma City ,Ok,73013,15400 North Rockwell,Oklahoma City ,Ok,73013,PK-04,32
OKLAHOMA    ,DEER CREEK                    ,55-I006,505,DEER CREEK MS                 ,909,(405) 348-4830,Kristy Vandorn,kristyvandorn@dcsok.org,2601 North West 234 th Street Boulevard,Edmond,OK,73012,2601 North West 234 th Street Boulevard,Edmond,OK,73012,8-Jul,66
OKLAHOMA    ,DEER CREEK                    ,55-I006,705,DEER CREEK HS                 ,1618,(405) 348-5720,Melissa Jordan,melissajordan@dcsok.org,6101 Northwest 206th Street,Edmond,OK,73012,6101 Northwest 206th Street,Edmond,OK,73012,12-Sep,97
OKLAHOMA    ,HARRAH                        ,55-I007,105,RUSSELL BABB ES               ,375,(405) 347-2200,Michael Mcafee,mmcafee@harrahschools.com,20901 Northeast Tenth Street,Harrah,OK,73045,20901 Northeast Tenth Street,Harrah,OK,73045,5-Apr,23
OKLAHOMA    ,HARRAH                        ,55-I007,110,CLARA REYNOLDS ES             ,348,(405) 347-2500,Cheryl Hessman,chessman@harrahschools.com,755 Harrison Street,Harrah,OK,73045,755 Harrison Street,Harrah,OK,73045,3-Feb,24
OKLAHOMA    ,HARRAH                        ,55-I007,115,VIRGINIA SMITH ES             ,476,(405) 347-2400,Doug Parker,dparker@harrahschools.com,20227 Northeast Tenth Street,Harrah,OK,73045,20227 Northeast Tenth Street,Harrah,OK,73045,PK-01,28
OKLAHOMA    ,HARRAH                        ,55-I007,505,HARRAH MS                     ,447,(405) 347-2700,Hess Kristin,khess@harrahschools.com,20665 Walker Street,Harrah,OK,73045,20665 Walker Street,Harrah,OK,73045,8-Jun,38
OKLAHOMA    ,HARRAH                        ,55-I007,505,HARRAH MS                     ,447,(405) 347-2700,Hilburn Dianna,dhilburn@harrahschools.com,20665 Walker Street,Harrah,OK,73045,20665 Walker Street,Harrah,OK,73045,8-Jun,38
OKLAHOMA    ,HARRAH                        ,55-I007,705,HARRAH HS                     ,642,(405) 347-2100,Kenneth Riddle,kriddle@harrahschools.com,20370 Elm Street,Harrah,OK,73045,20370 Elm Street,Harrah,OK,73045,12-Sep,50
OKLAHOMA    ,JONES                         ,55-I009,105,JONES ES                      ,532,(405) 399-9118,Cindy Harrison,charrison@jonesel.k12.ok.us,13145 Montana Street,Jones,OK,73049,13145 Montana Street,Jones,OK,73049,PK-05,31
OKLAHOMA    ,JONES                         ,55-I009,505,JONES MS                      ,254,(405) 399-9114,Mike Watkins,mwatkins@jonesms.k12.ok.us,16011 East Wilshire Boulevard,Jones,OK,73049,16011 East Wilshire Boulevard,Jones,OK,73049,8-Jun,24
OKLAHOMA    ,JONES                         ,55-I009,705,JONES HS                      ,346,(405) 399-9122,Curtis Moses,cmoses@joneshs.k12.ok.us,304 Dr. Lee Simmons,Jones,OK,73049,304 Dr. Lee Simmons,Jones,OK,73049,12-Sep,30
OKLAHOMA    ,EDMOND                        ,55-I012,105,CLEGERN ES                    ,428,(405) 340-2955,Teri Cowden-Draper,Teri.Draper@edmondschools.net,601 South Jackson Street,Edmond,OK,73034,601 South Jackson Street,Edmond,OK,73034,PK-05,38
OKLAHOMA    ,EDMOND                        ,55-I012,110,RUSSELL DOUGHERTY ES          ,317,(405) 340-2985,Penny Dilg,penny.dilg@edmondschools.net,19 North Boulevard,Edmond,OK,73003,19 North Boulevard,Edmond,OK,73003,PK-05,23
OKLAHOMA    ,EDMOND                        ,55-I012,115,IDA FREEMAN ES                ,480,(405) 340-2965,Nicole Marler,nicole.marler@edmondschools.net,501 West Hurd Street,Edmond,OK,73003,501 West Hurd Street,Edmond,OK,73003,PK-05,78
OKLAHOMA    ,EDMOND                        ,55-I012,122,NORTHERN HILLS ES             ,732,(405) 340-2975,Michele Milner,Michele.Milner@edmondschools.net,901 East Wayne Street,Edmond,OK,73034,901 East Wayne Street,Edmond,OK,73034,PK-05,54
OKLAHOMA    ,EDMOND                        ,55-I012,125,ORVIS RISNER ES               ,598,(405) 340-2984,Penny Gooch,penny.gooch@edmondschools.net,2801 South Rankin Street,Edmond,OK,73013,2801 South Rankin Street,Edmond,OK,73013,PK-05,50
OKLAHOMA    ,EDMOND                        ,55-I012,130,SUNSET ES                     ,712,(405) 340-2990,Kartina Mcdaniel,Kartina.McDaniel@edmondschools.net,400 West Eighth Street,Edmond,OK,73003,400 West Eighth Street,Edmond,OK,73003,PK-05,54
OKLAHOMA    ,EDMOND                        ,55-I012,135,WILL ROGERS ES                ,694,(405) 340-2995,Sheron House,sheron.house@edmondschools.net,1215 East Ninth Street,Edmond,OK,73034,1215 East Ninth Street,Edmond,OK,73034,PK-05,53
OKLAHOMA    ,EDMOND                        ,55-I012,140,CHISHOLM ES                   ,806,(405) 340-2950,Thomas Higdon,Thomas.Higdon@edmondschools.net,2300 Southeast 33rd Street,Edmond,OK,73013,2300 Southeast 33rd Street,Edmond,OK,73013,PK-05,54
OKLAHOMA    ,EDMOND                        ,55-I012,145,JOHN ROSS ES                  ,768,(405) 340-2970,Christa Ellis,Christa.Ellis@edmondschools.net,1901 Thomas Drive,Edmond,OK,73003,1901 Thomas Drive,Edmond,OK,73003,PK-05,52
OKLAHOMA    ,EDMOND                        ,55-I012,150,CHARLES HASKELL ES            ,826,(405) 340-2945,Dayna Hamilton,dayna.hamilton@edmondschools.net,1701 Northwest 150th Street,Edmond,OK,73013,1701 Northwest 150th Street,Edmond,OK,73013,PK-05,59
OKLAHOMA    ,EDMOND                        ,55-I012,155,CROSS TIMBERS ES              ,959,(405) 340-2200,Jamila Crawford,jamila.crawford@edmondschools.net,4800 North Kelly Avenue,Edmond,OK,73025,4800 North Kelly Avenue,Edmond,OK,73025,PK-05,58
OKLAHOMA    ,EDMOND                        ,55-I012,160,WASHINGTON IRVING ES          ,881,(405) 340-2210,Kinberly Frank,kimberly.frank@edmondschools.net,18101 North Western Avenue,Edmond,OK,73012,18101 North Western Avenue,Edmond,OK,73012,PK-05,52
OKLAHOMA    ,EDMOND                        ,55-I012,165,ANGIE DEBO ES                 ,952,(405) 340-2270,Candice Delcamp,candice.delcamp@edmondschools.net,16060 North May Avenue,Edmond,OK,73013,16060 North May Avenue,Edmond,OK,73013,PK-05,67
OKLAHOMA    ,EDMOND                        ,55-I012,170,WEST FIELD ES                 ,882,(405) 340-2285,Lisa Crosslin,Lisa.Crosslin@edmondschools.net,17601 North Pennsylvania,Edmond,OK,73012,17601 North Pennsylvania,Edmond,OK,73012,PK-05,54
OKLAHOMA    ,EDMOND                        ,55-I012,175,CENTENNIAL ES                 ,871,(405) 340-2275,Jessele Miller,jessele.miller@edmondschools.net,4400 North Coltrane,Edmond,OK,73034,4400 North Coltrane,Edmond,OK,73034,PK-05,54
OKLAHOMA    ,EDMOND                        ,55-I012,180,FRONTIER ES                   ,828,(405) 340-2211,Cara Jernigan,cara.jernigan@edmondschools.net,4901 Explorer Dr,Edmond,OK,73003,4901 Explorer Dr,Edmond,OK,73003,PK-05,53
OKLAHOMA    ,EDMOND                        ,55-I012,185,HERITAGE ES                   ,656,(405) 340-2800,Cathey Bugg,cathey.bugg@edmondschools.net,400 E SORGHUM MILL RD,EDMOND,OK,73034,400 E SORGHUM MILL RD,EDMOND,OK,73034,PK-05,47
OKLAHOMA    ,EDMOND                        ,55-I012,505,CIMARRON MS                   ,833,(405) 340-2935,Cordell Ehrich,cordell.ehrich@edmondschools.net,3701 South Bryant Avenue,Edmond,OK,73013,3701 South Bryant Avenue,Edmond,OK,73013,8-Jun,64
OKLAHOMA    ,EDMOND                        ,55-I012,510,CHEYENNE MS                   ,884,(405) 330-7380,Michelle Grinsteiner,michelle.grinsteiner@edmondschools.net,1271 West Covell Road,Edmond,OK,73003,1271 West Covell Road,Edmond,OK,73003,8-Jun,59
OKLAHOMA    ,EDMOND                        ,55-I012,515,SEQUOYAH MS                   ,1050,(405) 340-2900,Jason Galloway,Jason.Galloway@edmondschools.net,1125 East Danforth Road,Edmond,OK,73034,1125 East Danforth Road,Edmond,OK,73034,8-Jun,76
OKLAHOMA    ,EDMOND                        ,55-I012,520,SUMMIT MS                     ,894,(405) 340-2920,Lisa Adams,lisa.adams@edmondschools.net,1703 Northwest 150th Street,Edmond,OK,73013,1703 Northwest 150th Street,Edmond,OK,73013,8-Jun,68
OKLAHOMA    ,EDMOND                        ,55-I012,525,CENTRAL MS                    ,721,(405) 340-2890,Laura Mcgee,laura.mcgee@edmondschools.net,500 East Ninth Street,Edmond,OK,73034,500 East Ninth Street,Edmond,OK,73034,8-Jun,61
OKLAHOMA    ,EDMOND                        ,55-I012,530,HEARTLAND MS                  ,979,(405) 340-2972,Jason Galloway,jason.galloway@edmondschools.net,4900 Explorer Dr,Edmond,OK,73003,4900 Explorer Dr,Edmond,OK,73003,8-Jun,66
OKLAHOMA    ,EDMOND                        ,55-I012,705,MEMORIAL HS                   ,2228,(405) 340-2850,Anthony Rose,Anthony.Rose@edmondschools.net,1000 East 15th Street,Edmond,OK,73013,1000 East 15th Street,Edmond,OK,73013,12-Sep,148
OKLAHOMA    ,EDMOND                        ,55-I012,715,NORTH HS                      ,2556,(405) 340-2875,Jason Pittenger,jason.pittenger@edmondschools.net,215 West Danforth Road,Edmond,OK,73003,215 West Danforth Road,Edmond,OK,73003,12-Sep,142
OKLAHOMA    ,EDMOND                        ,55-I012,720,SANTA FE HS                   ,2357,(405) 340-2230,Jason Hayes,jason.hayes@edmondschools.net,1901 West 15th Street,Edmond,OK,73013,1901 West 15th Street,Edmond,OK,73013,12-Sep,145
OKLAHOMA    ,MILLWOOD                      ,55-I037,105,MILLWOOD ES                   ,598,(405) 475-1004,Susan Baldwin,sbaldwin@millwoodps.org,6710 North Martin Luther King Avenue,Oklahoma City,OK,73111,6710 North Martin Luther King Avenue,Oklahoma City,OK,73111,PK-08,55
OKLAHOMA    ,MILLWOOD                      ,55-I037,705,MILLWOOD HS                   ,278,(405) 478-0504,Michaell Brown,mbrown@millwoodps.org,6718 North Martin Luther King Avenue,Oklahoma City,OK,73111,6718 North Martin Luther King Avenue,Oklahoma City,OK,73111,12-Sep,25
OKLAHOMA    ,WESTERN HEIGHTS               ,55-I041,105,COUNCIL GROVE ES              ,399,(405) 350-3465,Michelle Braisher,michelle.d.braisher@westernheights.k12.ok.us,7721 Melrose Lane,Oklahoma City,OK,73127,7721 Melrose Lane,Oklahoma City,OK,73127,PK-04,34
OKLAHOMA    ,WESTERN HEIGHTS               ,55-I041,107,JOHN GLENN ES                 ,624,(405) 350-3480,Archie Scott,archie.d.scott@westernheights.k12.ok.us,6501 South Land Avenue,Oklahoma City,OK,73159,6501 South Land Avenue,Oklahoma City,OK,73159,PK-04,47
OKLAHOMA    ,WESTERN HEIGHTS               ,55-I041,110,GREENVALE ES                  ,267,(405) 350-3470,Diane Klein,diane.b.klein@westernheights.k12.ok.us,901 Greenvale Road,Oklahoma City,OK,73127,901 Greenvale Road,Oklahoma City,OK,73127,PK-04,25
OKLAHOMA    ,WESTERN HEIGHTS               ,55-I041,115,WINDS WEST ES                 ,364,(405) 350-3475,Nancy Ingle,melissa.k.yarbrough@westernheights.k12.ok.us,8300 Southwest 37th Street,Oklahoma City,OK,73179,8300 Southwest 37th Street,Oklahoma City,OK,73179,PK-04,32
OKLAHOMA    ,WESTERN HEIGHTS               ,55-I041,120,BRIDGESTONE ES                ,490,(405) 350-3420,Jennifer Colvin,jennifer.colvin@westernheights.k12.ok.us,1700 S. Council,Oklahoma City,OK,73128,1700 S. Council,Oklahoma City,OK,73128,6-May,43
OKLAHOMA    ,WESTERN HEIGHTS               ,55-I041,515,WESTERN HEIGHTS MS            ,471,(405) 350-3455,Patricia Stanley,patricia.d.stanley@westernheights.k12.ok.us,8435 Southwest 44th Street,Oklahoma City,OK,73179,8435 Southwest 44th Street,Oklahoma City,OK,73179,8-Jul,47
OKLAHOMA    ,WESTERN HEIGHTS               ,55-I041,610,WESTERN HEIGHTS 9TH GRADE CTR ,259,(405) 350-3415,James Smith,james.w.smith@westernheights.k12.ok.us,8201 Southwest 44th Street,Oklahoma City,OK,73179,8201 Southwest 44th Street,Oklahoma City,OK,73179,9-Sep,27
OKLAHOMA    ,WESTERN HEIGHTS               ,55-I041,705,WESTERN HEIGHTS HS            ,643,(405) 350-3435,Paul Mcqueen,paul.l.mcqueen@westernheights.k12.ok.us,8201 Southwest 44th Street,Oklahoma City,OK,73179,8201 Southwest 44th Street,Oklahoma City,OK,73179,12-Oct,82
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,105,BARNES ES                     ,383,(405) 739-1651,Jon Kalsu,jkalsu@mid-del.net,10551 SE 59th Street,Oklahoma City,OK,73150,10551 SE 59th Street,Oklahoma City,OK,73150,PK-05,28
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,110,CLEVELAND BAILEY ES           ,365,(405) 739-1656,Danielle Peterson,dpeterson@mid-del.net,3301 Sunvalley Drive,Midwest City,OK,73110,3301 Sunvalley Drive,Midwest City,OK,73110,PK-05,25
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,115,COUNTRY ESTATES ES            ,445,(405) 739-1661,Brooke Guthery,bguthery@mid-del.net,1609 Felix Place,Oklahoma City,OK,73110,1609 Felix Place,Oklahoma City,OK,73110,PK-05,55
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,120,DEL CITY ES                   ,647,(405) 671-8640,Rodney Boyer,rboyer@mid-del.net,2400 Epperly Drive,Del City,OK,73115,2400 Epperly Drive,Del City,OK,73115,PK-05,61
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,130,EPPERLY HEIGHTS ES            ,646,(405) 671-8650,Kevin Hill,kchill@mid-del.net,3805 Del Road,Del City,OK,73115,3805 Del Road,Del City,OK,73115,PK-05,45
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,135,PLEASANT HILL EC CTR          ,210,(405) 427-6551,Tamara Roberson,troberson@mid-del.net,4346 NE 36th Street,Oklahoma City,OK,73121,4346 NE 36th Street,Oklahoma City,OK,73121,PK-05,18
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,140,HIGHLAND PARK ES              ,512,(405) 671-8660,Donna Cloud,dcloud@mid-del.net,5301 S Dimple Avenue,Oklahoma City,OK,73135,5301 S Dimple Avenue,Oklahoma City,OK,73135,PK-05,37
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,145,RIDGECREST ES                 ,316,(405) 739-1671,Donna Collier,dcollier@mid-del.net,137 W Ridgewood Drive,Midwest City,OK,73110,137 W Ridgewood Drive,Midwest City,OK,73110,PK-05,24
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,150,SOLDIER CREEK ES              ,760,(405) 739-1676,Jeff Holland,jholland@mid-del.net,9021 SE 15th Street,Midwest City,OK,73130,9021 SE 15th Street,Midwest City,OK,73130,PK-05,53
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,160,STEED ES                      ,418,(405) 739-1686,Patrice Tucker,ptucker@mid-del.net,2118 Flannery Drive,Midwest City,OK,73110,2118 Flannery Drive,Midwest City,OK,73110,PK-05,32
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,165,TINKER ES                     ,511,(405) 739-1630,Wendy Eaton,weaton@mid-del.net,4500 Tinker Road,Oklahoma City,OK,73135,4500 Tinker Road,Oklahoma City,OK,73135,PK-05,36
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,170,TOWNSEND ES                   ,407,(405) 671-8680,Michael Becker,mbecker@mid-del.net,4000 Epperly Drive,Del City,OK,73115,4000 Epperly Drive,Del City,OK,73115,PK-05,39
